text	rating	language	title
"Je suis extrêmement déçu par le service de cette banque. J’ai signalé un problème avec ma carte bancaire qui devait être résolu rapidement, mais après plusieurs appels au service client, rien n’a été fait. Le service est non seulement inefficace, mais en plus, le personnel avec qui j’ai échangé a été impoli, me demandant simplement de “patienter” avant de me raccrocher au nez.
Cette situation m’a laissé bloqué à l’étranger, sans accès à mes comptes, ce qui est inadmissible. Une banque qui traite ainsi ses clients, en les laissant dans une telle situation critique, est à fuir.
Je vais changer de banque et déconseiller cet établissement à quiconque recherche un service fiable et respectueux. Fuyez cette banque si vous tenez à être bien traité et à pouvoir accéder à vos fonds quand vous en avez besoin."	1	fr	Banque catastrophique 
stelletje incompetente arrogante helpdesk medewerkers	1	nl	stelletje incompetente arrogante…
Kaarten werken niet. Wat ben je dan met een gratis niet werkende kaart pffff. Triestig de medewerkers van de klantendienst willen maar kunnen blijkbaar ook niet doen omwille van interne structuur. Wat een pritsbank. 	1	nl	Kaarten werken niet
Ben al jaren klant van Keyrtrade Bank en was heel tevreden over de service en kosten tot 2 jaar geleden. Sindsdien is de service alleen maar bergaf gegaan. Bellen is hopeloos en op mails wordt na weken maar amper geantwoord. Er moet dringend aan gewerkt worden anders ga ik bij Keyrtrade weg 	1	nl	Erbarmelijke service de laatste jaren 
"Blocage de mes comptes et dossier traité à la légère
J'ai fait verser un montant sur mon compte keytrade. On m'a demandé l'origine des fonds. Logique vu que les banques sont soumises aux lois antiblanchiment. J'ai répondu par mail aux questions et fourni une pièce justifiant l'origine des fonds (vente d'une maison). Keytrade a bloqué mes comptes unilatéralement sans m'avertir. J'ai introduit une plainte au service plaintes de keytrade. Ils m'ont informé qu'ils souhaitaient clôturer mes comptes. Aucune demande d'infos complémentaire ne m'a été demandée. Personne n'a pris contact avec moi par téléphone. J'estime que mon dossier a été traité avec beaucoup de légèreté. Et de plus ils se permettent de bloquer mes comptes sans raison valable pendant plusieurs jours: aucune latence fiscale, une origine de fonds prouvée et/ou pouvant l'être facilement. "	1	fr	Blocage de mes comptes et dossier…
"Ik geloof deze ervaring bijna zelf niet.
9 oktober was er een actie: als je een rekening opende bij keytrade bank, dan kreeg je 50 euro op die rekening. 
Ik belde voor de zekerheid wat de doorlooptijd was: ongeveer 5 dagen. 
Ik had de rekening nodig aan het eind van de maand, dus dat was doenbaar. Ondertussen zijn we een maand verder. Ondanks meerdere mailtjes, telefoontjes,... Gewoon GEEN ANTWOORD op de vraag wanneer de rekening er eindelijk komt. 
1 rekening is ondertussen aangemaakt. Ik denk verkeerd, want dit moest op naam van de zaak zijn en daar is niets van terug te vinden. Ook kreeg ik de beloofde 50 euro niet. 
Ik heb al gebeld, gemaild, ... Het is ongelooflijk hoe je telkens geen antwoord krijgt. Mails worden gewoon niet beantwoord. En aan telefoon zeggen dat ze het gaan melden aan een andere dienst zonder concreet resultaat. 
"	1	nl	Onbereikbaar en geen opvolging
Nous avons pris notre crédit hypothécaire chez eux et tout c'est bien passé et se passe bien encore maintenant. Ils sont rapides pour répondre au téléphone ou par mail. 	5	fr	Crédit hypothécaire 
Ik ben ruim 15 jaar klant. Ik begrijp de vele frustraties hier, maar je moet je weg kennen en ook exact doen wat ze vragen. In de rubriek documenten vindt je ALLES. Nadien de foto en handtekening exact in overeenstemming met je id.  ( ik denk dat computers de verrificatie doen) je documenten naar het juiste mailadres sturen .... En minstens 3 a 4 weken wachten! Niet sneller! Dan pas een reminder sturen en terug 3 weken wachten. Indien dat niet helpt dan pas een claim indienen bij de onbudsdienst van de bank zelf. Bezorg die onbudsdienst je volledige aanvraag of dossier met alle correcte info en documenten erbij. Die sturen je dossier wel door naar de juiste persoon. Zeker niet zitten klagen over een afdeling.  Mogelijks krijg je zelfs helemaal geen communicatie maar is het plots in orde. Dus Minimum één maand maximum twee wachten en pas daarna de onbudsdienst. Succes. JA Ik heb ook al gevloekt, maar als je bovenstaande informatie kent en weet.... gewoon Relax. Er komt sowieso een oplossing! GEDULD! Ja er zijn nadelen aan deze bank! Payconiq werkt niet tussen vrienden en ook niet in ettelijke eenmanszaken waarbij het denkt dat je betaalt tussen vrienden. Je hebt altijd een back-up rekening nodig. Er zijn er nog enkele gratis Argenta en axa budget. Zorg ook dat er altijd minstens 100 euro op de rekening blijft staan, want er gebeuren vreemde dingen als je twee winkels na elkaar bezoekt en ook nog tankt. Maar dat is ook zo bij Argenta en andere. De oplossing voor deze problemen is een Kaskrediet vragen op je zichtrekening ook al ga je nooit onder nul.	5	nl	Ik ben ruim 15 jaar klant. Belangrijke info
Il y a toujours de nombreux bugs sur l'application. Malgré qu'on leur signale, rien ne change. On nous fait croire qu'on a un montant 2 fois plus grand ou plus petit. Manque flagrant de sérieux !!!!	1	fr	Il y a toujours de nombreux bugs sur…
"Ik ben al van begin september bezig om een keyplan op te starten ( wachten
, mailen,app, bellen wachten,…) en ik heb het vandaag opgegeven na een zeer
ongepaste aanpak via hun helpdesk. Ik heb bij keytrade bank niet het gevoel dat ze er een klant bij wilden. Jammer dat er nog geen moeite meer wordt gedaan om naar een klant te luisteren op een fatsoenlijke manier. Ik heb een belegging bij KBC genomen."	1	nl	Onfatsoenlijke helpdeskmedewerker
"A mon avis, une bonne banque tant que tout se déroule comme prévu... 

J ai ouvert un compte il y a un mois et demi maintenant avec le code promo me permettant d avoir 50 euro à l ouverture. Je ne rentre pas dans les détails ici mais je suis dans les conditions. 

Durant l ouverture sur le site, un problème se produit. Il me demande de réessayer et après avoir plusieurs rafraîchissement de la page, j y arrive. Les semaines passent et toujours pas de 50 euro sur mon compte. 

J envoie un mail, toujours pas de réponse à l heure actuelle (ça fait plus d un mois). J essaye de sonner une première fois, j abandonne après être resté 20min sur le répondeur... j essaye une nouvelle fois et j ai enfin quelqu un en ligne qui me dit que je n ai pas activé le code promo au moment de mon admission, merci le problème de connexion de leur site de *****, et que maintenant c est trop tard, QUAND BIEN MEME JE RENTRE DANS LES CONDITIONS ET QUE L OFFRE EST TOUJOURS D ACTUALITE! 

Devant cette démarche un poil scandaleuse je préviens donc... sûrement une bonne banque d appoint mais gardez en une autre si vous avez un problème car si problème il y a... c est très long.

MODIFICATION 4 novembre: après avoir pas mal râlé, le problème à été réglé...  j augmente donc la note. Une banque lente mais plus à l écoute que prévu! "	4	fr	Un problème? Soyez patient... et n ayez pas peur de vous exprimer !
We zijn bezig met de lening voor ons huis... wordt er gevraagd om een rekening te openen. Van mij lukt het na enkele malen proberen, maar van mijn partner lukt het voor geen meter. Bel je naar de klantendiensr voor hulp. Krijg je al geen keuze nederlands of frans. Na enkele malen krijg je dan een nederlandstalige pers aan de lijn. Leg je het probleem uit, krijg je gwn het antw, wij kunnen u niet helpen en wordt de lijn verbroken door de pers. Dus keytrade jullie verwachten dan nog dat wij met ons geld naar jullie komen. Denk het niet. Als jullie ons daar al niet kunnen helpen... waarom zouden wij jullie dan vertrouwen met ons geld. Salu de kost en de wind van achter	1	nl	Gewoon niet aan beginnen
"Bonsoir,

J'attends toujours un remboursement de ce que vous m'avez subtilisé avec ces frais d'échange de devises alors qu'il n'en était rien. Ces achats de USD, alors qu'il n'en était rien. Je n'ai acheté que des actions Colruyt avec des euros, pas besoin de dollar pour cette entreprise belge côtée en euros.

C'est du vol en col blanc qui ne peut rester sans une punition !

Les preuves se multiplient malgré que j'ai tout retiré pour que vous ne puissiez pas continuer et continuer à vous enfoncer.

Combien d'autres de vos clients ont été ainsi arnaqués ? Combien ?

J'attends toujours votre réponse aux mails précédents  ... qui ne viennent pas.

Pas de soucis, je peux attendre ... mais pas trop longtemps vu l'énormité de cette façon de faire.

Je n'en décolère pas !

Et j'ai vendu le 9 octobre mes positions et comme vous ne répondez pas à mes mails précédents où je vous avait transmis les preuves que votre système m'a ""subtilisé"" voir ""volé"" des frais de change alors que j'étais en euro et que je n'ai acheté que des Colruyt, je quitterai votre Banque de trade pour une autre plus ""honnête"" et surtout plus ""réactive"" et qui a encore du respect pour ses clients. 
C'est absolument inadmissible votre façon de faire comme de ne pas répondre aux mails qu'après plusieurs jours et sans mieux vérifier les problèmes récurrents qui persistent voir qui se multiplient depuis les trop nombreuses années que j'ai dû passer chez vous, étant un ancien de chez FORTUNEO. 
Jamais une communication téléphonique, jamais de dédommagement pour les bugs devenus des prélèvements automatiques dorénavant.
Votre service commercial est devenu inexistant et donc en-dessous de tout. Et dire que j'avais parrainé des amis chez vous il y a quelques années.

Bien à vous,
"	1	fr	Frais d'échange de devises ! 
Na 6 weken wachten om klant te worden en diverse berichten waarop geen echte reactie kwam dan de standaard mail, nog steeds geen resultaat - telefonisch al helemaal niet bereikbaar !  blijkbaar heeft deze bank geen nieuwe klanten nodig die hun geld willen beleggen !  ben dan maar bij andere bank gegaan waar ik onmiddellijk klant kon worden -  als het al zo ingewikkeld is om klant te worden, vrees ik dat de rest van de service als klant even erg is !  ben blij dat ik nu bij andere bank een heel goede service krijg  	1	nl	bank heeft geen klanten meer nodig 
Client Keytrade depuis de nombreuses années sans souci, j'ai ouvert ou j'ai tenté d'ouvrir fin août deux comptes pour mes enfants. Mi-octobre, toujours aucune nouvelle malgré mes relances. Je reçois des réponses automatiques disant que le personnel est malade ou que le service est débordé et qu'il faut patienter maximum 2 semaines. Est-ce que cette banque se prépare à fermer ? Dois-je migrer mes avoirs ailleurs ?	1	fr	Il n'y a plus personne chez Keytrade Bank Belgique
Moest ik kunnen, ik geef jullie geen enkele ster. Al maanden probeer ik mijn rekeningen af te sluiten. Jullie hebben mij een formulier bezorgd, die ik U ingevuld moest doormailen. Er gebeurt niks. Ondertussen krijg ik nu mails om mijn persoonsgegevens uptedaten via de website. Sorry, hoor, maar ik heb geen kaartlezer meer, aangezien mijn rekeningen al moesten afgesloten zijn. Wanneer gaan jullie dit eens naar behoren oplossen. Wat een zootje is dit allemaal !!! Ik ben het beu !!! Niet te verwonderen, dat ik geen klant meer wil zijn...	1	nl	Moest ik kunnen
Op 2 juni ontvangen ze gelden van een verkoop van een huis, ze vragen bewijs, dit kan ik niet onmiddellijk bezorgen omdat de akte pas na 1 maand beschikbaar is, vertel ik hen, ik stuur de akte door bij ontvangst en toch sluiten ze de rekening zonder reden, ze vergeten zelfs de interesten uit te betalen, wat een slecht service, en slechte communicatie en dit na 20 jaar klant, kan echt niet...!	1	nl	afsluiten rekening zonder rekening
"Cela fait plusieurs semaines que je n'arrive plus à accéder à mes comptes sur le site avec mon PC.  Le 4 octobre, j'ai donc envoyé via leur formulaire de contact le message suivant :
""Bonjour,
Cela fait une semaine que je n'arrive plus à accéder à mes comptes sur votre site avec mon PC (Windows 11) : Après scan du QR code avec mon smartphone, une page vierge s'ouvre et rien ne se passe.  J'ai dû utiliser l'application android sur mon smartphone, ce qui est gênant car les virements sont limités à 2.500,00 € et que j'ai dû en faire un dizaine au lieu d'un sur PC. 
Pouvez-vous donc me recontacter à ce sujet pour résoudre ce problème qui, de plus, est récurrent, SVP ?
Je vous remercie par avance de votre réponse rapide.
Suivaient mon n° de client et mes coordonnées complètes.""

Le jour même, j'ai reçu une réponse automatique par courriel mais depuis, pas de nouvelles, et je ne sais toujours plus accéder à mes comptes sur le site avec mon PC.  Ne pouvant donc pas télécharger mes extraits de compte, je ne sais pas demander une carte VISA que je souhaite.
"	1	fr	Pas de réponse à ma demande
Tot nu geen enkel probleem, noch met de bank noch met de applicatie, bij het openen van een rekening ben men bewust dat er maar 1 fysisch agentschap bestaat, maar hey, dit is de enige bank die mij betaalt voor mijn transacties! Ze zijn ook zeer proactief, heb ze een vraag gesteld en had binnen 3 dagen antwoord (bij sommige banken weken later). Krijg regelmatig SMS wanneer ik veel overschrijf wat een + is, voel mij ook niet overvloed door publiciteit. Voor mij momenteel een topper.	5	nl	Een topper
"Il y a 3 mois, j'ai demandé le transfert de mon portefeuille titres de la DB vers Keytrade bank, après avoir mis plus de 2 mois à effectuer ce transfert, keytrade me demande de justifier:-l'origine des titres transférés -quand et comment ils ont été achetés - avec quel revenu - quel est l'origine de ces revenus - etc...on me demande de fournir toutes mes fiches de salaires et attestations fiscales, toutes les ventes et achats de ces titres afin de ""justifier l'origine de ce patrimoine"" alors même que les titres ont été transféré d'une banque belge vers une autre banque belge !!...je me retrouve à devoir fournir des preuves sur plus de 25 ans de constitution de ce portefeuille, c'est IMPOSSIBLE !!!...3 jours après leur mail de demande de justificatifs, ils ont bloqué mes comptes...cette banque est à fuir absolument, elle vous attire avec des tarifs alléchants, et vous coince...fuyez pauvres fous !!"	1	fr	Banque intrusive et malhonnête
Eindeloos wachten aan telefoon, na verbinding stelt men allerlei vragen om vervolgens nog eens door te verbinden met een andere persoon die eerst vooraleer te antwoorden weer dezelfde vragen stelt. Plotseling is dan de lijn verbroken maar Keytrade heeft dan niet de beleefdheid om zelf eens terug te bellen en moet ge opnieuw beginnen aan de ellende. Het is genoeg geweest , ik ga alles overboeken naar een andere bank/broker	1	nl	Eindeloos wachten aan telefoon
ongelooflijk slechte customer service. ik wacht al 2.5 maanden op een documentje voor de belastingen.  Al ongeveer 15 mails gestuurd.  2 keer 45 min van mijn leven gespendeerd aan telefoontjes met Keytrade.  Elke keer zeggen ze dat ze er werk van maken en vervolgens gebeurd er niets.  Ben waarschijnlijk 20 jaar klant, maar met deze service zal ik een alternatief zoeken.	1	nl	ongelooflijk slechte customer service
"Mon expérience personnelle du mois de septembre 2024: 

-pas de difficultés particulières pour ouvrir un compte;
-IMPOSSIBLE cependant de pouvoir utiliser l'application sur smartphone au moyen d'une softkey: toutes les procédures préconisées par Keytrade aboutissent à un échec (par courrier postal/mail/téléphone dont 5 appels précédés de 20 minutes d'attente minimum à chaque fois, opérateurs volontaires, polis mais manifestement tenus par un timing au-delà duquel ils vous éconduisent purement et simplement); 
-enfin, pour vous permettre de vous faire votre propre idée de la performance du service à la clientèle de Keytrade banque, lisez la retranscription du mail automatique (asseyez-vous) envoyé en réponse à l'utilisation de leur formulaire de contact:

"" Cher client,
En raison d’un manque de personnel pour cause de maladie, notre service client trouve des difficultés à vous répondre rapidement.
Les temps d’attente au téléphone augmentent et les messages s’accumulent. Nos collaborateurs sont sous pression et manquent, au propre comme au figuré, de bras pour répondre rapidement à vos questions et vos e-mails.
Nous faisons tout notre possible pour résoudre ce problème dans les plus brefs délais. Nous vous remercions pour votre attente et votre compréhension.
L’équipe de Keytrade Bank.

Pour les réclamations concernant des services et opérations de paiement, vous pouvez vous attendre à une première réponse dans les 5 jours ouvrables. Tout autre type de réclamation devrait être traité dans les 2 semaines"".

---> Conclusion: 
j'étais dubitatif quant aux nombreux avis négatifs publiés avant et -à n'en pas douter désormais- après le mien. J'ai donc voulu voir par moi-même, pensant que ""cela n'arrivait qu'aux autres"".
Je sais maintenant, mon opinion est faite, à vous de voir, mais, personnellement, je ne recommande pas Keytrade banque, ainsi que je l'ai fait savoir autour de moi à ma famille, à mes amis, à mes collègues et à toute personne dont j'aurai connaissance des projets d'ouverture de compte...
"	1	fr	Bon à savoir avant toute démarche
"Je suis client chez Keytrade Banque depuis plus de 35 ans. J'en ai toujours été très content. Un jour, j'ai encaissé le produit de la vente de bitcoins (sur une plate-forme européenne d'échange). Les ayatollahs du département KYC m'ont ensuite interrogé sur l'origine des fonds. Je leur ai fourni toutes les informations en ma possession. Ils m'ont notifié de mon expulsion, bloqué mes comptes et depuis ne répondent plus à  mes mails sans transférer mes avoirs (> 200 k€) selon les instructions que je leur ai communiquées vers un compte belge.
Ce dialogue de sourd dure depuis le 6 décembre"	1	fr	Je suis client chez Keytrade Banque…
Enfin la solution a été trouvée depuis que j'ai fait appel à ombudsman ! C'est quand même navrant que l'on doive en arriver là pour un simple virement !	1	fr	Enfin une solution trouvée !
Keyplan is heel gebruiksvriendelijk.	5	nl	Keyplan
Je tiens à vous informer que Keytradebank a répondu à mes demandes et que ce dossier peut être considéré comme terminé. Un grand merci à Jenilee. Paul Panis	4	fr	Je tiens à vous informer que…
"Très nette dégradation de cette banque depuis qu'elle est passée sous Arkéa Direct Banque, en tout cas concernant le portefeuille-titres. Des actions de base comme instruire un ordre de vente, ou annuler un ordre de vente, causent parfois problème, mais surtout, temps de réponse du ""service"" client trop long, questions en attente depuis plus d'un mois!!"	1	fr	Très nette dégradation de cette banque…
Je suis client de cette banque depuis plusieurs année et toujours aussi satisfait, la banque est réactive et l'utilisation de l'application très simple et intuitive.	5	fr	Je suis client de cette banque 
"Is er een niet Franse medewerkers  want als ik bel word alles in Frans gezegt 
Ik heb al een paar mail gestuurd  maar geen antwoord ik probeer te bellen alles in het Frans "	1	nl	Is er een niet Franse medewerkers  want…
"Depuis le 27 août j'essaie d'ouvrir un compte chez eux car je voulais changer de banque et je désirais vraiment faire partie de leurs clients. Mais depuis, plus de nouvelle de leur part (on est le 2 octobre au moment de cet avis). J'ai donc du appeler pour annuler ma demande d'ouverture et je vais me diriger à contrecoeur vers une autre banque... 

Update : J'ai finalement créé un compte dans une autre banque (ouvert en 5min et carte reçue en moins d'une semaine). J'ai appelé Keytrade banque pour leur dire d'annuler ma demande d'ouverture. Bien que cette dernière ait été enregistrée, j'ai tout de même eu un email 2 semaines plus tard pour me dire que mon compte avait été ouvert et ma carte envoyée par la poste (1 mois et demi après la demande d'ouverture!!!). Du coup, je dois maintenant faire les démarches de cloture de compte... "	1	fr	Impossible d'ouvrir un compte 
Je suis satisfait du service d'investissement offert par cette banque, par contre au niveau service bancaire, virements, support client c'est le minimum. Mais c'est pour le service d'investissement que j'utilise cette banque!	4	fr	Bon service d'investissement
i tried to open an account for my child, it took 6 weeks to get back with all information and they opened on my name, when i contacted them (40min wait in the phone) they told it was my fault because i didnt selected 'kid's plan' although when they requested the documents they ask me a copy of my id and a copy of my child's id. I have submitted several emails to ask for an update and i get no answers, phone calls wait is 40min at least and service desk does not know what went wrong, just terrible service!	1	en	i tried to open an account for my child and all went wrong
Cliente depuis plusieurs années, je suis satisfaite du rapport qualité-prix offert par cette banque, l'ouverture des comptes a en effet été un peu laborieuse, et les virements mettent toujours 1 jour à être visibles, mais en contrepartie pas de frais, au contraire; 	4	fr	Cliente depuis plusieurs années
Tracht reeds meerdere dagen de helpdesk te bereiken, echter zonder succes.  Ga vandaag nog al mijn beleggingen stopzetten bij hen omdat ik geen vertrouwen meer heb in een beleggingsbank die geen helpdesk heeft !  Schande !!!	1	nl	Tracht reeds meerdere dagen de helpdesk…
Une fois de plus, je veux entrer dans mes comptes pour opérer des ventes d’actions urgentes et non seulement la page d’accueil pour me connecter avec ma hard key est en Flamand mais…page blanche !!!!téléphoner, je n’ose plus 😅de toutes manières on ne répond jamais….alors je vais attendre 😩	1	fr	Une fois de plus
"ik probeer al enkele weken een schadeclaim in te dienen. 
echter worden al mijn bijlagen tegengehouden door de security van de bank en kunnen zij zelf geen beveiligde FTP of andere opstellen zodat ik mijn documenten kan delen. mijn bestanden zijn zelfs gewone pdfs van 0.5MB max. geen idee waarom deze worden tegengehouden. 
resultaat: we zijn nu 2 maanden verder en er is zelfs nog geen dossier opgesteld. zeer jammer :(
"	2	nl	schadeclaims indienen lukt niet
"Depuis plusieurs jours appels téléphoniques  et envois de mails sans réponse. Manifestement pas de personnel disponible pour répondre à la clientèle et le taux de mécontents sur le site est à 55 %. Je n'arrive plus à me connecter au compte. Il s'agit d'une séquestration de fonds... Il est temps que la banque change de politique avant de voir fuir ses clients.
Bien à vous
Dr Michel Van den Bergh"	1	fr	Absence de réponse à tout appel par mail ou par téléphone
Bien obligé de mettre 1* pour pouvoir mettre un avis je déconseille vivement trouve n'importe quel prétexte pour ne pas ouvrir de compte ses la première fois que je voie sa pour être franc depuis le 30aout impossible de les avoir par tel et par email et quand on vous répond par email ses toujours la même réponse on traite votre demande au plus vite 	1	fr	À déconseillé 
"Réclamation suite à blocage de comptes intempestif et non expliqué , et toujours bloqués!!!

Les faits :
-5/09/2024: je découvre que tous mes comptes sont bloqués. Je ne comprends pas la raison de ce blocage intempestif et sans préavis. Je n'ai aucun découvert sur mes comptes et suis cliente à la banque depuis plus de 10 ans. Aucun problème à noter jusqu'à ce blocage. Aussi j'adresse un message de questions à ce sujet via le service de banque en ligne. 
-6/09/2024 : je reçois une demande via email de Keytrade avec des documents à compléter et des justificatifs à fournir pour répondre à ma demande (datée du 11.11.2023 !!!) de changement d'adresse. Le message ne fait aucune mention du blocage de mes comptes.
- 10/09/2024 : je réponds à la demande email avec tous les documents complétés et les justificatifs demandés pour documenter le changement d'adresse.
- 12/09/2024 : sans réponse de Keytrade, j'appelle leur service clientèle qui m'assure que les documents pour le changement d'adresse ont bien été reçus mais qu'ils n'ont pas le droit de commenter la raison du blocage de mes comptes. Aussi, je renvois un message via la banque en ligne pour questionner sur la raison de ce blocage.
- 14/09/2024: j'introduis une plainte officielle au service qualité de Keytrade par envois recommandé.

Nous sommes le 22 septembre, et à ce stade, mes comptes sont toujours bloqués et je n'ai reçu AUCUN retour de Keytrade.  Je ne comprends pas pourquoi mes comptes ont été bloqués de manière intempestive et sans raison. 

La situation est inacceptable!!!


"	1	fr	Réclamation suite à blocage de comptes…
Bonjour, j’appel depuis plusieurs jour pour un simple rdv et ouverture d’un compte, aucune réponse. Je n’imagine même pas si il y a un soucis … et vu tout les messages de comptes bloqués. C’est dommage.	1	fr	Bonjour
Suite à mon précédent avis, la réaction de l’équipe de Keytrade Bank a été très rapide et mon compte a été débloqué immédiatement alors que j ai tenté de contacter le service clientèle depuis des mois sans succès Je regrette d avoir du passer par ce site pour faire bouger les choses et je remercie la personne qui a eu la réactivité et pris la responsabilité de faire le nécessaire. J’espère ne plus connaître ce genre de mésaventure afin de pouvoir reprendre confiance en cette institution. 	5	fr	Suite à mon précédent avis
"Le compte est enfin ouvert après 15 jours.Mais faites un effort sur la communication dans la phase d'ouverture et le suivi qui est quand même essentielle dans le cadre d'un compte en ligne. D'autant plus que celle-ci est plus efficace une fois le compte ouvert..

"	4	fr	Keytrade communication à améliorer 
Jamais été déçu, client depuis bientôt 10 ans, j'ai même gagné de l'argent grâce à leur Keyplan, leur service client m'à toujours répondus au plus vite, et pour finir, nos transactions ne sont pas facturées, comme chez d'autres, mais rémunérées. what else !	4	fr	Jamais été déçu !
In augustus een gezamenlijke rekening geopend. Echter tot op de dag van vandaag lukt het ons niet om de kaart van mijn vrouw te activeren. Het lukt ook niet om met mijn eigen kaart te betalen in de winkel aangezien de pincode niet gevalideerd wordt (en nee het ligt niet aan het feit dat ik de verkeerde code ingeef). Een tweetal weken geleden via mail contact opgenomen met Keytrade voor dit op te lossen, echter tot op de dag van vandaag geen reactie gekregen. Telefonisch al tot 2x toe meer dan 30 minuten in de wachtrij gestaan.... gewoon onbegrijpelijk. Bij een laatste reminder via mail kregen we het flauwe excuus dat ze onderbezet zijn door ziekte en dat hun medewerkers de toestroom aan mails niet meer gebolwerkt krijgen. Regelrechte schande voor de dienstverlening van een bank... Mij zijn ze alvast als klant kwijt. Dus één tip blijf hier weg.	1	nl	In augustus een gezamenlijke rekening…
"Et voilà,une fois de plus, aucune nouvelle de keytrade bank...
Suite à ma plainte sur Truspilot, une employée de keytrade bank a répondu qu'elle était désolée du désagrément rencontré et qu'un employé allait me rappeler...
A ce jour, Personne ne m'a rappelée...
On attend, encore et encore...
Franchement j'aurais dû lire les avis sur cette banque avant d'ouvrir ce fameux compte en ligne...
Arnaque, arnaque...
Publicité totalement mensongère...
C'est honteux.
Quand on téléphone on peut rester des heures au téléphone avec une musique énervante et un discours toujours pareil...
Quand aux messages reçus sur Truspilot...
Ils sont tous pareils, aucune réponse personnalisée.
"	1	fr	Et voilà,une fois de plus aucune réponse.
"App stopte ineens met werken.
Met hulp van helpdesk een uur geprobeerd om het op te lossen, uiteindelijk via brief een code aangevraagd.
Nieuwe code kan alleen gebruikt worden na telefoon naar de helpdesk, maar daar ben ik na een halve dag bellen niet binnengeraakt.
Ondertussen al een week zonder app en al uren aan de telefoon gehangen zonder antwoord."	1	nl	App stopte ineens met werken, helpdesk onbereikbaar.
Zeer onbeleefde mijnheer aan de telefoon. Ik had een vraag over rekening van mijn man. Hij wilde mij daarover niet antwoorden. Toen ik een algemene vraag wou stellen, want ik ben ook klant, wilde hij nog geen antwoord geven.	1	nl	Zeer onbeleefde mijnheer 
"Mijn dochter kan na bijna 1 jaar nog steeds niet op haar eigen app. Ik loop er niet meer achter, en wij zelf zullen zeker niet overstappen naar Keytrade Bank.
Daarnaast worden e-mails zeer traag beantwoord, dus moet je er al zeker niet zijn voor dringende zaken!"	1	nl	Geen service
"Geduld , geduld vragen ze want al de medewerkers zijn in gesprek. Na 3 pogingen en in totaal 70 min gewacht heb ik er de brui aan gegeven en mail gestuurd. Wat je dan wel onmiddellijk krijgt is een een bericht dat ze ze onderbezet zijn owv. ziekte. . Ik kan intussen nog altijd niet inloggen ....
Shame on Keytrade bank ! "	1	nl	Geduld 
"Klantenservice  is waardeloos zeer lang wachttijden en dat verschillende malen na 32 minuten de telefoon maar opgelegd .
App werkt niet, bankkaart word geweigerd in winkels enz.
"	1	nl	Service keytradebank
Ik probeer al bijna 10 dagen om mijn geld terug te krijgen maar vang nog steeds bot...op e-mails wordt niet gereageerd alleen dat ze met de email aan het werk gaan en dan ...niets meer !!!! Blijf zo ver mogelijk weg van deze bank want je weet wel wanneer je uw geld afgeeft maar terug krijgen is een groot probleem !!! Joshepa stijns  Mol	1	nl	Ik probeer al bijna 10 dagen om mijn…
"Ik kan sedert een week niet meer inloggen in mijn bank.
Reeds 3 x heb ik getracht de helpdesk te bereiken, maar zonder succes.  Het bandje dat men laat horen (enkel in het frans????)  zegt steeds dat alle medewerkers bezet zijn.  Nu terug meer dan 12 minuten op wacht.   Een mail die ik vorige week stuurde, bleef onbeantwoord.   
Ondertussen werd ik vandaag op 18/9 vriendelijk, correct en goed geholpen door de persoon van de helpdesk"	4	nl	Ondertussen geholpen
"Bonjour,

Il est excessivement difficile d'avoir quelqu'un au bout du fil, j'ai mis 2 jours et plus de 8 x pour avoir quelqu'un et à chaque essai une attende de plus de 20 min.J'avais besoin d'une simple info pour une question administrative.
C'est inquiétant de ne pas avoir contact avec sa banque
"	1	fr	renouvellement cate d'identité
Keytrade bank reageert zelfs na 2 herinneringen niet op mijn email.  Hierdoor blijft het nu al 2 weken volledig onduidelijk wat er met een transactie aan de hand is. Telefonisch contact opnemen is pas mogelijk indien je bereid bent om eerst een half uur tot 3 kwartier naar een wachtmuziekje te luisteren.  Vervolgens krijg je een medewerker aan de lijn die je enkel maar kan aanraden opnieuw een e-mail te sturen! Ik wordt er gewoon radeloos van! Met dergelijke bank kun je gewoon niet werken.	1	nl	Keytrade bank reageert niet en is onbereikbaar!
"Monsieur, Madame, suite à la vente d'un bien(un voilier) une somme a été versée à partir d'un compte belge parfaitement identifiable,de l'acquéreur  sur mon compte, avec mention :achat d'un voilier, également des questions parfaitement superflues et inutilement intrusives  comme ""comment a été constitué le capital, pour une bien acheté il y a 10 ans!!!!
à la suite de quoi j'ai reçu un mail de demande d'information auquel j'ai répondu , comme indiqué ci-avant .La banque demande maintenant copie de l'acte de vente( vente de gré à gré).Je ne vois aucune raison à cela, et je me demande d'ailleurs en quoi cela serait légal. L'acheteur, le vendeur sont parfaitement identifiés, l'objet de la vente est clairement indiqué, je ne vois par principe, aucun  motif de vous fournir l'acte de vente
j'ai tenté d'avoir plus d'explications avec un employé au téléphone qui a été particulièrement désagréable, raison pour laquelle j'interviens ici"	1	fr	"contact téléphonique ""énervant"""
Al ettelijke jaren klant vanwege de beursverrichtingen maar de dienstverlening is dramatisch. Een dikke week geleden  online info gevraagd ivm een overschrijving van een buitengewoon groot bedrag (aankoop dure woning). Update: inmiddels  hebben ze na  de  publicatie hier dan toch gereageerd. Rating is  aangepast.	3	nl	Al ettelijke jaren klant vanwege de…
